Accident_ID,Speed,Traffic_Volume,Driver_Alcohol,Weather,Time_of_Day,Road_Type,Accident_Risk,Passenger_Count,Date,Road_Condition,Vehicle_Type,Driver_Experience_yrs,Severity
ACC00882,52.03696841,53.51072459,0.0,Clear,Morning,Highway,37.75816698,,31-08-2024 20:32,Dry,CAR,33,Minor
ACC01916,51.859893,54.22793135,0.0,Clear,Night,City,43.86331999,,31-08-2024 21:04,Slippery,Auto,26,Minor
ACC02401,49.1739367,26.2446952,0.0,Clear,Morning,Rural,30.477604,,01-09-2024 01:06,Slippery,SUV,38,Minor
ACC01266,38.79428255,59.87120409,0.0,Rain,Night,City,69.07160194,,01-09-2024 01:56,Slippery,Car,33,Fatal
ACC01327,45.90996909,38.0893013,0.0,Clear,Morning,City,47.89601646,,01-09-2024 09:19,Wet,Motorcycle,10,Minor
ACC00297,,,,,,,,,01-09-2024 11:20,Wet,car,38,
ACC01401,44.29633526,59.74610474,0.0,Clear,Morning,Highway,34.35941465,,01-09-2024 12:47,Slippery,Two-Wheeler,13,Minor
ACC01291,65.82867907,60.17216746,0.0,Rain,Night,Rural,68.03453777,,01-09-2024 14:39,Wet,SUV,7,Fatal
ACC00855,81.30756372,42.68988126,0.0,Rain,Morning,City,69.72043356,,01-09-2024 16:00,Slippery,Bus,35,Fatal
ACC01103,91.32562057,77.02145785,1.0,Rain,Night,City,91.28099864,,02-09-2024 06:07,Wet,Auto,36,Fatal
ACC00035,72.33817368,51.17968443,0.0,Clear,Night,Highway,66.70831806,,02-09-2024 06:21,Dry,Bus,5,Fatal
ACC02212,69.0677299,28.42974517,0.0,Clear,Afternoon,Highway,29.68966311,,02-09-2024 11:08,Dry,Two-Wheeler,30,Minor
ACC00422,86.33011264,48.4555791,1.0,Clear,Afternoon,Rural,49.46941068,,02-09-2024 12:34,Slippery,SUV,19,Serious
ACC01205,60.73290105,52.21070635,1.0,Clear,Night,City,74.19785852,,02-09-2024 19:47,Wet,Car,16,Fatal
ACC01656,55.56897885,93.09857355,0.0,Clear,Night,Highway,73.85594612,,02-09-2024 22:30,Wet,Bus,2,Fatal
ACC02541,49.35630218,83.78377867,1.0,Rain,Morning,City,70.42563097,,03-09-2024 03:54,Dry,car,33,Fatal
ACC02807,58.79100376,5.0,1.0,Fog,Morning,Highway,53.44560713,,03-09-2024 11:37,Dry,car,7,Serious
ACC02286,66.9309134,58.31653259,0.0,Fog,Night,City,68.39802163,,03-09-2024 15:59,Slippery,Bus,1,Fatal
ACC00124,38.97223406,42.83941241,0.0,Rain,Afternoon,Rural,26.28682877,,04-09-2024 00:36,Dry,Bus,23,Minor
ACC02938,56.55677017,18.38792118,0.0,Rain,Morning,Highway,39.98587709,,04-09-2024 02:36,Slippery,CAR,18,Minor
ACC02828,59.06993986,50.68750618,0.0,Fog,Morning,City,64.42666471,,04-09-2024 02:44,Dry,Truck,1,Fatal
ACC00747,,,,,,,,,04-09-2024 08:18,Dry,SUV,38,
ACC00874,49.0360494,20.46150145,0.0,Clear,Afternoon,Highway,16.59268991,,04-09-2024 09:07,Wet,Bus,0,Minor
ACC02565,46.56980516,50.62983125,0.0,Clear,Morning,City,32.00365215,,04-09-2024 09:40,Dry,truck,33,Minor
ACC01156,75.14725634,45.6573785,1.0,Clear,Morning,Highway,66.40598138,,04-09-2024 13:36,Dry,Car,13,Fatal
ACC00258,49.38495802,35.75558473,1.0,Fog,Afternoon,City,66.37602699,,04-09-2024 17:31,Slippery,Truck,14,Fatal
ACC02424,59.34784575,48.17848279,1.0,Clear,Night,Rural,68.61410206,,05-09-2024 04:32,Dry,Motorcycle,4,Fatal
ACC01564,73.26068095,54.38604674,1.0,Rain,Morning,Rural,78.35399744,,06-09-2024 01:26,Dry,Car,6,Fatal
ACC02184,80.59272712,57.35020821,0.0,Clear,Night,Rural,68.02371892,,06-09-2024 01:57,Dry,Auto,28,Fatal
ACC01431,64.61110047,14.37683171,0.0,Clear,Night,City,47.63609958,,06-09-2024 08:15,Dry,Auto,20,Minor
ACC00012,53.0140537,76.51593295,0.0,Clear,Morning,Highway,36.5104598,,06-09-2024 11:35,Dry,Auto,39,Minor
ACC01645,44.06409708,62.74649366,0.0,Rain,Morning,City,39.04528235,,06-09-2024 16:23,Wet,car,25,Minor
ACC02423,56.55913884,68.51950201,0.0,Clear,Night,Rural,56.38310158,,06-09-2024 20:22,Slippery,SUV,18,Serious
ACC02185,26.82207133,70.80861785,0.0,Rain,Night,Rural,53.47576241,,07-09-2024 00:52,Slippery,Auto,3,Serious
ACC01455,68.48264468,75.35303022,0.0,Clear,Afternoon,Highway,64.28764247,,07-09-2024 02:47,Slippery,Auto,0,Fatal
ACC00944,58.51236204,5.0,0.0,Rain,Afternoon,Rural,47.7139185,,07-09-2024 03:48,Wet,Bus,19,Minor
ACC02754,57.73743433,22.8805931,1.0,Clear,Night,City,44.70677976,,07-09-2024 07:48,Dry,truck,18,Minor
ACC01428,43.45187451,33.11351926,0.0,Clear,Afternoon,City,21.56905832,,07-09-2024 22:19,Slippery,Auto,10,Minor
ACC00504,68.44453855,51.02395804,0.0,Clear,Afternoon,City,46.39309452,,08-09-2024 03:49,Slippery,SUV,4,Minor
ACC02403,51.79979873,60.68729797,1.0,Clear,Afternoon,Rural,65.58119516,,08-09-2024 17:06,Wet,Two-Wheeler,0,Fatal
ACC00435,82.53535578,95.44869441,0.0,Fog,Night,Rural,75.43241055,,09-09-2024 01:23,Dry,Motorcycle,37,Fatal
ACC02158,55.23427355,108.3634711,0.0,Clear,Morning,City,59.55116854,,09-09-2024 04:39,Dry,truck,16,Serious
ACC01039,63.36677728,49.55399433,0.0,Clear,Night,Rural,51.242642,,09-09-2024 05:47,Wet,SUV,35,Serious
ACC00181,69.38501022,69.56844224,0.0,Rain,Afternoon,City,62.94878719,,09-09-2024 11:01,Dry,truck,35,Serious
ACC01414,92.47503517,5.0,1.0,Clear,Afternoon,Highway,73.38913402,,09-09-2024 11:10,Dry,truck,26,Fatal
ACC01525,54.41689836,73.60256347,0.0,Clear,Night,City,53.0287431,,09-09-2024 19:44,Wet,Motorcycle,20,Serious
ACC01935,99.66515021,40.80470768,0.0,Fog,Afternoon,Highway,67.89989175,,10-09-2024 00:03,Slippery,Auto,32,Fatal
ACC00754,75.80462695,41.03550767,0.0,Clear,Afternoon,Rural,54.17096598,,10-09-2024 08:44,Dry,Auto,0,Serious
ACC02318,50.7412022,45.58923542,0.0,Clear,Morning,City,30.82874561,,10-09-2024 10:47,Dry,car,24,Minor
ACC02245,84.25818862,69.44113931,0.0,Rain,Afternoon,Rural,65.296359,,10-09-2024 18:03,Dry,SUV,27,Fatal
ACC01444,40.54752078,63.60460417,0.0,Clear,Afternoon,City,32.4979611,,10-09-2024 22:58,Dry,CAR,8,Minor
ACC02713,67.49796186,67.13474843,0.0,Rain,Afternoon,City,61.61356235,,11-09-2024 09:04,Wet,Motorcycle,36,Serious
ACC02020,41.41112408,57.9629453,1.0,Fog,Afternoon,Rural,64.91283766,,11-09-2024 14:50,Dry,Motorcycle,27,Fatal
ACC01288,67.6198699,53.71377161,0.0,Clear,Afternoon,Rural,52.81316,,11-09-2024 15:35,Dry,Bus,20,Serious
ACC02348,47.05836354,5.975130531,0.0,Rain,Morning,City,27.85415053,,11-09-2024 16:49,Slippery,car,22,Minor
ACC00082,65.35668857,52.8071974,1.0,Clear,Morning,City,53.37829987,,12-09-2024 00:24,Dry,Motorcycle,14,Serious
ACC02506,,,,,,,,,12-09-2024 05:33,Slippery,Car,17,
ACC00707,40.79355971,39.50865972,0.0,Fog,Morning,Highway,45.13414111,,13-09-2024 07:59,Dry,CAR,9,Minor
ACC00265,56.21147773,63.30833647,1.0,Clear,Morning,Rural,78.83590103,,13-09-2024 08:24,Slippery,SUV,36,Fatal
ACC02690,69.18703191,46.63481731,0.0,Rain,Night,Rural,66.09725881,,13-09-2024 08:33,Dry,Bus,21,Fatal
ACC01263,68.08133989,65.19029775,1.0,Fog,Morning,Rural,77.00737781,,13-09-2024 21:56,Slippery,Auto,2,Fatal
ACC00176,72.40774874,34.95129525,0.0,Rain,Afternoon,Highway,38.4767205,,14-09-2024 02:26,Dry,CAR,29,Minor
ACC01717,64.97970496,97.76743986,0.0,Clear,Afternoon,Rural,48.75001779,,14-09-2024 06:29,Dry,Car,39,Serious
ACC02221,54.62489772,85.69550078,0.0,Clear,Night,Highway,62.49800781,,14-09-2024 06:53,Slippery,CAR,16,Serious
ACC00782,,,,,,,,,14-09-2024 16:52,Wet,Auto,26,
ACC00604,80.33456788,50.01365638,0.0,Rain,Afternoon,Highway,57.83352395,,14-09-2024 17:34,Slippery,Car,31,Serious
ACC01754,32.54050655,41.86229511,1.0,Clear,Morning,Rural,31.99502665,,14-09-2024 17:39,Wet,Two-Wheeler,28,Minor
ACC00134,67.10388646,79.89876455,0.0,Rain,Night,Highway,77.34884655,,14-09-2024 18:27,Dry,car,35,Fatal
ACC00610,82.44066467,41.69572464,0.0,Rain,Morning,Highway,78.4492966,,15-09-2024 01:32,,Auto,16,Fatal
ACC02376,81.72748845,64.79350936,1.0,Fog,Morning,Highway,72.57176927,,15-09-2024 03:53,,SUV,15,Fatal
ACC00901,,,,,,,,,15-09-2024 09:16,,CAR,16,
ACC00792,63.11531531,41.75172364,1.0,Clear,Morning,Rural,60.32071351,,15-09-2024 19:26,,Truck,23,Serious
ACC00009,52.95788421,71.65382108,0.0,Fog,Morning,Highway,58.03942716,,15-09-2024 22:44,,Motorcycle,6,Serious
ACC02892,28.0415028,64.30986194,0.0,Rain,Morning,Highway,35.6615317,,16-09-2024 01:38,,Bus,13,Minor
ACC00655,98.60039705,52.98726965,0.0,Rain,Afternoon,Highway,81.30582344,,16-09-2024 10:01,,Auto,4,Fatal
ACC00206,45.9326244,36.46009723,0.0,Rain,Afternoon,Highway,41.74887494,,16-09-2024 15:14,,car,15,Minor
ACC00972,49.78422514,27.95460519,0.0,Rain,Night,Rural,58.06347529,,16-09-2024 17:43,,SUV,20,Serious
ACC02793,53.80503267,55.94924106,0.0,Fog,Afternoon,Rural,66.90042845,,16-09-2024 21:43,,car,22,Fatal
ACC00361,67.79019771,26.93335194,0.0,Rain,Night,Highway,64.68835202,,17-09-2024 01:34,,Truck,14,Fatal
ACC00861,63.04384531,40.96101256,0.0,Clear,Morning,City,38.96674465,,17-09-2024 03:59,,Bus,20,Minor
ACC02636,76.07314728,64.14064719,0.0,Rain,Morning,Highway,62.18155636,,17-09-2024 08:35,,CAR,14,Serious
ACC00043,58.26527576,38.26937461,0.0,Fog,Morning,City,51.87142787,,17-09-2024 15:19,,Motorcycle,7,Serious
ACC00634,53.59678395,64.88371421,0.0,Rain,Afternoon,Rural,49.1721672,,17-09-2024 23:00,,Car,37,Serious
ACC02305,89.93501235,44.85399999,0.0,Fog,Night,Highway,68.23340877,,18-09-2024 06:35,,Motorcycle,36,Fatal
ACC01389,60.48006224,52.9167294,0.0,Rain,Morning,City,52.90217523,,19-09-2024 01:30,,SUV,22,Serious
ACC00661,51.3950699,42.79921462,0.0,Fog,Afternoon,Rural,49.9801991,,19-09-2024 12:05,,Truck,9,Serious
ACC02162,63.69757168,8.507199249,0.0,Clear,Afternoon,Highway,10.79875316,,19-09-2024 17:45,,Motorcycle,4,Minor
ACC00587,53.10958651,36.08610246,0.0,Clear,Afternoon,Highway,25.68531189,,20-09-2024 00:30,,CAR,27,Minor
ACC00068,75.05299347,50.36803262,0.0,Rain,Morning,Rural,48.83035473,,20-09-2024 05:24,,Truck,17,Serious
ACC02759,43.04076998,39.62666561,1.0,Clear,Morning,Highway,47.10080276,,20-09-2024 08:00,,CAR,11,Minor
ACC00360,47.59153585,30.40557551,0.0,Clear,Night,City,31.85104436,,20-09-2024 11:45,,Motorcycle,20,Minor
ACC01499,75.36093789,6.606451645,0.0,Rain,Morning,Highway,32.33055838,,20-09-2024 22:50,,CAR,26,Minor
ACC01066,43.20495158,37.3423945,0.0,Fog,Night,Rural,48.21138041,,21-09-2024 01:17,,truck,11,Minor
ACC01547,45.02421841,47.99048559,0.0,Clear,Afternoon,Rural,46.65845178,,21-09-2024 17:17,,Motorcycle,14,Minor
ACC02351,75.89904576,62.27541712,0.0,Clear,Morning,City,47.98930773,,21-09-2024 22:47,,car,21,Minor
ACC00826,81.80076716,73.43435829,1.0,Clear,Night,Highway,90.95199234,,22-09-2024 02:17,,Auto,19,Fatal
ACC00321,61.45493947,53.92262918,0.0,Clear,Morning,Rural,39.7450489,,22-09-2024 15:50,,Auto,28,Minor
ACC00046,49.20233687,9.001174428,1.0,Clear,Night,Highway,51.83577329,,22-09-2024 19:05,,truck,10,Serious
ACC00272,38.46206773,32.54077819,0.0,Fog,Morning,Rural,36.75493543,,22-09-2024 19:17,,Car,24,Minor
ACC01919,57.47784272,77.0222818,1.0,Clear,Morning,City,66.86964058,,22-09-2024 20:01,,Bus,19,Fatal
ACC01769,61.8480721,70.58826202,0.0,Clear,Afternoon,City,34.57143492,,22-09-2024 21:43,,CAR,25,Minor
ACC02708,60.35854565,55.97595561,0.0,Clear,Night,Highway,59.74617831,,23-09-2024 00:28,,Bus,13,Serious
ACC00985,59.94596191,54.85764026,0.0,Clear,Morning,City,51.21767418,,23-09-2024 03:34,,truck,3,Serious
ACC01571,71.91397019,38.07177184,0.0,Clear,Night,Rural,53.95982678,,23-09-2024 08:04,,Auto,4,Serious
ACC02669,68.28449907,15.39474539,0.0,Clear,Morning,Highway,31.44532517,,23-09-2024 16:05,,Auto,14,Minor
ACC02528,69.1027589,50.26086749,0.0,Fog,Night,Rural,71.6251367,,23-09-2024 21:19,,Auto,6,Fatal
ACC00842,70.12229238,35.80422016,0.0,Rain,Morning,City,48.05870961,,23-09-2024 21:39,,truck,11,Minor
ACC00774,74.58831674,34.80593765,0.0,Rain,Afternoon,City,62.36847836,,23-09-2024 22:20,,truck,37,Serious
ACC02296,67.83771158,46.61754629,0.0,Rain,Morning,City,58.24857846,,23-09-2024 23:03,,truck,17,Serious
ACC02772,48.8013248,46.7151603,0.0,Rain,Afternoon,Highway,40.25755906,,23-09-2024 23:40,,Auto,7,Minor
ACC01789,64.78761766,8.193942023,0.0,Rain,Morning,Highway,28.74046155,,24-09-2024 00:00,,CAR,19,Minor
ACC02850,51.91315945,38.69214059,0.0,Clear,Morning,Highway,30.41366669,,24-09-2024 17:50,,Two-Wheeler,35,Minor
ACC01801,88.51786029,60.14040544,0.0,Fog,Afternoon,Rural,70.36101264,,24-09-2024 22:24,,Two-Wheeler,8,Fatal
ACC01580,47.84621344,66.63233572,0.0,Rain,Morning,City,55.10215432,,25-09-2024 05:46,,Car,7,Serious
ACC00622,67.07202536,57.02959801,0.0,Clear,Afternoon,City,43.7083568,,25-09-2024 05:48,,Two-Wheeler,15,Minor
ACC01155,84.6302274,69.80332478,0.0,Clear,Afternoon,Highway,76.37917736,,25-09-2024 22:34,,SUV,26,Fatal
ACC00383,28.14156414,54.25148061,0.0,Rain,Morning,City,41.71794237,,26-09-2024 02:15,,SUV,25,Minor
ACC02342,66.31459417,58.5562879,0.0,Clear,Night,Rural,72.4671722,,26-09-2024 03:16,,truck,16,Fatal
ACC01582,77.22956024,30.30931899,1.0,Clear,Morning,City,49.03618234,,26-09-2024 07:32,,Car,6,Serious
ACC02668,41.51215028,64.3317868,0.0,Clear,Night,Rural,39.25003339,,26-09-2024 12:05,,Truck,1,Minor
ACC02148,47.57254463,45.7723154,0.0,Rain,Morning,Rural,46.30720199,,27-09-2024 02:36,,Motorcycle,9,Minor
ACC01100,65.19732714,51.44557931,0.0,Fog,Afternoon,Rural,60.74460958,,27-09-2024 08:49,,Motorcycle,32,Serious
ACC02075,50.73522157,54.01690186,0.0,Clear,Afternoon,Highway,28.23886785,,27-09-2024 12:16,,Motorcycle,14,Minor
ACC00848,96.8295021,40.74120976,0.0,Clear,Afternoon,City,49.30416506,,27-09-2024 12:25,,Two-Wheeler,34,Serious
ACC00713,51.8262137,55.62018501,0.0,Rain,Morning,Highway,55.98068142,,27-09-2024 13:30,,Auto,12,Serious
ACC02870,78.43470754,42.26916768,0.0,Rain,Morning,Highway,69.59225982,,27-09-2024 15:06,,car,27,Fatal
ACC01615,57.2928013,51.1172788,0.0,Clear,Afternoon,Highway,25.56613326,,27-09-2024 17:24,,car,8,Minor
ACC02218,59.00801078,39.85982681,0.0,Clear,Morning,Highway,29.13773195,,27-09-2024 21:37,,CAR,6,Minor
ACC01629,61.01783266,71.92139815,0.0,Rain,Night,Highway,59.05570947,,28-09-2024 05:25,,Auto,17,Serious
ACC02277,70.19059924,20.59020898,0.0,Clear,Afternoon,Highway,39.65601562,,28-09-2024 05:38,,Bus,30,Minor
ACC01459,79.34629131,18.96975502,0.0,Clear,Afternoon,Rural,53.85270762,,28-09-2024 06:43,,car,26,Serious
ACC00929,83.48286044,26.41261757,0.0,Fog,Morning,Rural,55.26717188,,28-09-2024 10:57,,Auto,8,Serious
ACC00692,77.38994705,66.78937009,1.0,Clear,Morning,Rural,67.65135489,,28-09-2024 13:49,,Car,34,Fatal
ACC00915,58.57056701,20.01968079,0.0,Clear,Afternoon,Highway,31.89540725,,28-09-2024 21:41,,truck,35,Minor
ACC01992,71.31436995,63.6644603,0.0,Clear,Morning,Rural,59.6393111,,29-09-2024 16:11,,Motorcycle,30,Serious
ACC02353,70.25353985,53.35140212,0.0,Clear,Night,City,54.63492202,,29-09-2024 18:57,,SUV,31,Serious
ACC02582,65.83738794,70.46113111,0.0,Fog,Morning,Highway,65.5159585,,29-09-2024 22:41,,truck,4,Fatal
ACC02153,60.31329732,60.36203404,1.0,Clear,Night,City,79.01025881,,30-09-2024 13:12,,CAR,19,Fatal
ACC01481,70.83572037,26.1095412,0.0,Rain,Morning,Rural,60.84439148,,30-09-2024 15:00,,SUV,20,Serious
ACC01016,62.96866175,38.41751781,1.0,Clear,Afternoon,City,69.82969425,,30-09-2024 17:53,,Truck,30,Fatal
ACC01747,74.62796445,52.77290367,0.0,Clear,Morning,Rural,60.36032374,,01-10-2024 02:44,,car,11,Serious
ACC00573,64.90391061,56.41571452,0.0,Rain,Morning,Highway,54.98400662,,01-10-2024 12:41,,truck,6,Serious
ACC00645,,,,,,,,,01-10-2024 15:59,,CAR,1,
ACC00656,60.88827651,57.28280592,0.0,Clear,Afternoon,Rural,48.90320309,,02-10-2024 02:01,,Bus,11,Serious
ACC02275,43.69131092,41.80397512,0.0,Clear,Afternoon,City,42.25041581,,02-10-2024 02:31,,Motorcycle,30,Minor
ACC00140,41.53703525,44.64717818,0.0,Rain,Afternoon,City,41.38409738,,02-10-2024 10:47,,Motorcycle,7,Minor
ACC00309,68.20646072,85.2237625,0.0,Clear,Morning,Rural,89.83369497,,02-10-2024 11:31,,truck,33,Fatal
ACC00062,57.21511535,43.34279191,0.0,Clear,Afternoon,Highway,26.86945839,,02-10-2024 16:29,,Car,20,Minor
ACC02046,76.81546001,71.42161001,0.0,Clear,Morning,Highway,59.15545443,,02-10-2024 16:45,,car,12,Serious
ACC00426,80.52947336,71.27881975,0.0,Rain,Morning,Highway,86.32653618,,03-10-2024 06:55,,Auto,36,Fatal
ACC02731,78.4631177,47.10242876,0.0,Clear,Afternoon,Rural,52.53799385,,03-10-2024 08:21,,CAR,9,Serious
ACC00721,64.61702653,69.91163028,1.0,Rain,Afternoon,Highway,81.13445992,,03-10-2024 11:18,,Truck,16,Fatal
ACC02330,72.73653166,15.06208617,0.0,Clear,Morning,Rural,41.17101416,,04-10-2024 02:21,,truck,4,Minor
ACC02577,81.96265858,36.63713903,0.0,Clear,Afternoon,Highway,57.37887239,,04-10-2024 05:49,,Motorcycle,13,Serious
ACC00881,97.90398639,56.03400018,0.0,Rain,Morning,Highway,66.40503363,,04-10-2024 14:41,,Auto,27,Fatal
ACC00457,58.3945446,71.77539308,1.0,Clear,Afternoon,Rural,73.57038643,,05-10-2024 02:19,,Auto,16,Fatal
ACC01718,62.8574952,73.6851329,1.0,Rain,Morning,Rural,83.0285642,,05-10-2024 06:06,,CAR,30,Fatal
ACC01649,77.81079077,17.6657325,0.0,Clear,Afternoon,City,50.11688156,,05-10-2024 13:49,,Auto,7,Serious
ACC02481,50.91208769,89.19674509,0.0,Rain,Afternoon,Rural,50.99213133,,05-10-2024 17:52,,Auto,0,Serious
ACC00663,59.50870095,57.46697119,0.0,Clear,Afternoon,City,51.94176877,,05-10-2024 22:44,,Two-Wheeler,18,Serious
ACC00508,47.04013845,48.77992056,0.0,Rain,Night,Highway,46.75480787,,05-10-2024 23:15,,Bus,25,Minor
ACC00770,87.18672837,38.94158325,0.0,Clear,Afternoon,City,54.87167231,,06-10-2024 03:33,,Bus,5,Serious
ACC01451,64.63249519,40.10069039,0.0,Clear,Morning,City,49.43641315,,06-10-2024 06:04,,Auto,33,Serious
ACC01585,66.4322475,46.2347733,1.0,Fog,Afternoon,Rural,59.20232249,,06-10-2024 08:01,,Two-Wheeler,19,Serious
ACC02681,70.18714163,30.97631259,0.0,Clear,Night,Highway,46.47946165,,06-10-2024 14:06,,truck,14,Minor
ACC02667,72.72261319,63.87846466,1.0,Rain,Morning,City,92.81729945,,06-10-2024 14:37,,Two-Wheeler,27,Fatal
ACC02063,65.85697275,43.29511836,0.0,Clear,Afternoon,Rural,44.1504106,,07-10-2024 00:50,,Auto,11,Minor
ACC00625,83.8977994,87.95534033,0.0,Clear,Afternoon,City,70.74156432,,07-10-2024 07:19,,truck,23,Fatal
ACC01043,76.1802125,17.68226425,0.0,Clear,Night,Rural,57.74374271,,07-10-2024 10:20,,Car,31,Serious
ACC02800,64.51661009,37.01270361,0.0,Rain,Afternoon,Highway,69.94342745,,07-10-2024 16:23,,Two-Wheeler,8,Fatal
ACC00582,53.77068129,76.62678124,0.0,Rain,Morning,Rural,54.80044971,,07-10-2024 21:56,,car,38,Serious
ACC00182,47.14263665,60.44285092,0.0,Clear,Night,City,43.58311651,,07-10-2024 23:10,,SUV,4,Minor
ACC02989,43.04694413,58.69882077,0.0,Clear,Afternoon,Rural,32.97010292,,08-10-2024 07:13,,Motorcycle,13,Minor
ACC00962,79.93728795,87.8088137,0.0,Rain,Afternoon,City,59.1878229,,08-10-2024 10:35,,Auto,14,Serious
ACC01528,83.14865292,65.27720703,0.0,Clear,Morning,Highway,42.98936396,,08-10-2024 13:36,,Auto,32,Minor
ACC01348,74.01479867,18.35646473,0.0,Rain,Afternoon,Rural,62.10300669,,08-10-2024 14:32,,CAR,34,Serious
ACC00378,62.75013009,30.7092441,0.0,Clear,Morning,City,57.45937869,,08-10-2024 15:00,,Motorcycle,24,Serious
ACC02452,47.52266688,52.21772766,0.0,Clear,Night,Rural,46.70360247,,08-10-2024 15:15,,Truck,1,Minor
ACC00969,59.39763074,90.30550221,0.0,Rain,Afternoon,City,73.18006625,,08-10-2024 22:10,,CAR,21,Fatal
ACC02795,59.52841244,44.30326125,0.0,Clear,Afternoon,Highway,52.46486081,,08-10-2024 23:12,,Two-Wheeler,10,Serious
ACC00840,56.79016734,43.79384589,1.0,Clear,Morning,Rural,37.57020136,,09-10-2024 09:27,,Motorcycle,37,Minor
ACC02487,54.19304025,52.68332832,1.0,Fog,Afternoon,Rural,69.27698269,,09-10-2024 19:54,,truck,7,Fatal
ACC00680,79.07332642,48.3256408,0.0,Clear,Morning,Highway,48.20084766,,10-10-2024 21:01,,Auto,1,Minor
ACC00389,74.25635757,67.23272249,0.0,Fog,Morning,Rural,71.37190865,,11-10-2024 00:12,,Two-Wheeler,12,Fatal
ACC00636,35.17714992,55.33636793,0.0,Clear,Afternoon,Highway,27.5934147,,11-10-2024 01:29,,SUV,14,Minor
ACC02847,51.1669976,108.5454018,1.0,Clear,Morning,Highway,71.03448024,,11-10-2024 15:28,,Motorcycle,33,Fatal
ACC00515,51.34843004,58.69540129,0.0,Clear,Morning,Highway,43.78777551,,11-10-2024 18:04,,truck,8,Minor
ACC02442,80.72181118,37.33537207,1.0,Clear,Morning,City,62.81243355,,12-10-2024 09:01,,Motorcycle,13,Serious
ACC01655,65.07725765,64.06880266,0.0,Rain,Afternoon,Rural,61.80507267,,13-10-2024 00:34,,Car,17,Serious
ACC01669,72.6093004,32.87660319,0.0,Rain,Morning,Highway,49.93916681,,13-10-2024 02:13,,CAR,24,Serious
ACC02903,51.45250608,46.96065235,0.0,Clear,Morning,City,39.64742824,,13-10-2024 10:50,,SUV,2,Minor
ACC02022,64.16065407,35.29766399,0.0,Rain,Night,City,54.6682983,,13-10-2024 11:03,,Bus,34,Serious
ACC02728,80.12213873,45.38827203,0.0,Rain,Afternoon,Rural,32.86792468,,13-10-2024 13:51,,Auto,37,Minor
ACC01214,73.42386565,12.81326457,1.0,Rain,Night,Highway,75.05657853,,13-10-2024 22:13,,CAR,37,Fatal
ACC00671,78.69127789,70.58914963,0.0,Rain,Morning,Highway,84.37116994,,14-10-2024 09:27,,Car,15,Fatal
ACC01837,42.84410689,40.63007773,0.0,Clear,Morning,Highway,46.42084909,,14-10-2024 10:06,,Two-Wheeler,12,Minor
ACC01419,82.9270264,42.9830114,0.0,Rain,Afternoon,City,44.22736744,,14-10-2024 10:22,,Two-Wheeler,31,Minor
ACC00617,61.64092192,30.28392383,0.0,Clear,Afternoon,Highway,29.71366646,,14-10-2024 13:43,,car,10,Minor
ACC00445,40.43295749,63.90804949,1.0,Rain,Afternoon,Rural,53.17869001,,14-10-2024 17:57,,Truck,2,Serious
ACC00502,88.64124961,37.45373108,0.0,Rain,Morning,City,58.43446837,,14-10-2024 18:27,,SUV,13,Serious
ACC01763,61.13150458,63.43889216,0.0,Clear,Night,Rural,49.75027862,,15-10-2024 02:11,,car,29,Serious
ACC00637,72.34755876,43.21755441,0.0,Clear,Morning,City,48.36126765,,15-10-2024 06:53,,CAR,20,Serious
ACC01318,55.42162943,72.55817987,0.0,Rain,Morning,Rural,38.1143151,,15-10-2024 10:24,,SUV,33,Minor
ACC01742,57.46767415,59.91610042,1.0,Clear,Night,Highway,85.91005505,,15-10-2024 13:54,,car,14,Fatal
ACC01753,50.18886475,45.28166941,0.0,Rain,Afternoon,Rural,48.04363355,,15-10-2024 16:57,,Auto,16,Minor
ACC00234,50.22599479,88.22838174,0.0,Clear,Afternoon,Rural,41.53732334,,15-10-2024 18:02,,CAR,2,Minor
ACC00960,66.7156284,53.72832339,1.0,Clear,Night,Highway,79.37281465,,15-10-2024 22:59,,Two-Wheeler,22,Fatal
ACC00823,94.48347185,49.1021394,0.0,Clear,Night,Rural,60.49244329,,16-10-2024 09:57,,Bus,22,Serious
ACC02939,35.40773756,74.89130321,1.0,Clear,Night,City,54.64822268,,16-10-2024 12:45,,car,23,Serious
ACC01997,59.60218111,64.22821159,0.0,Rain,Afternoon,City,67.0191739,,16-10-2024 15:34,,CAR,33,Fatal
ACC01647,57.19283602,22.14529056,0.0,Rain,Morning,City,46.6814025,,16-10-2024 15:37,,truck,39,Minor
ACC01110,88.71047031,54.63684184,0.0,Rain,Night,Rural,72.56173496,,16-10-2024 15:57,,Two-Wheeler,30,Fatal
ACC00452,74.32713481,24.89729256,0.0,Rain,Night,Rural,70.30354663,,16-10-2024 22:41,,Bus,38,Fatal
ACC00975,53.3072485,57.11337897,1.0,Rain,Night,Rural,70.34518341,,17-10-2024 01:55,,Car,30,Fatal
ACC00994,49.77023628,65.02198909,0.0,Rain,Night,City,47.6865409,,17-10-2024 11:09,,Auto,2,Minor
ACC02131,66.57713608,58.7201155,0.0,Fog,Morning,City,72.52232061,,17-10-2024 22:24,,car,32,Fatal
ACC01981,45.42514898,26.04067142,0.0,Fog,Afternoon,City,53.12435096,,18-10-2024 07:56,,car,6,Serious
ACC00201,65.36681041,53.70351074,0.0,Rain,Morning,City,45.72394339,,18-10-2024 15:26,,Truck,32,Minor
